date,name,discount_percent,rating_percent,sale_price,normal_price,steam_appid,deal_rating,year
12/8/25,Wraith: The Oblivion - Afterlife,90.09009,60,0.99,9.99,1386870,5.1,
12/8/25,Gigapocalypse,90.09009,92,0.99,9.99,1543240,3.3,
12/8/25,Goetia 2,90.09009,43,0.99,9.99,1984110,0.6,
12/8/25,Hooked on You: A Dead by Daylight Dating Sim,90.09009,92,0.99,9.99,1866180,7.5,
12/8/25,Stitched HD,90.09009,78,0.99,9.99,727340,0.5,
12/8/25,Commander: Modern War,90.09009,85,0.99,9.99,2214890,0.2,
12/8/25,Ghost Signal: A Stellaris Game,90.09009,93,0.99,9.99,2156770,0.7,
12/8/25,Bloodsports.TV,90.09009,84,0.99,9.99,336420,7.2,
12/8/25,Racing the Gods,90.09009,95,0.99,9.99,1886990,0.7,
12/8/25,Commander: World War II,90.09009,85,0.99,9.99,2387400,0.2,
12/8/25,Binaries,90.075063,87,1.19,11.99,435800,0.2,
12/8/25,Bombslinger,90.075063,77,1.19,11.99,475960,4.6,
12/8/25,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,90.075063,57,1.19,11.99,545200,0,
12/8/25,GRIDD: Retroenhanced,90.075063,85,1.19,11.99,553950,0.6,
12/8/25,Original Journey,90.075063,63,1.19,11.99,639470,8.4,
12/8/25,Ashwalkers,90.075063,65,1.19,11.99,1273690,4.6,
12/8/25,The World After,90.075063,71,1.19,11.99,1557700,4.4,
12/8/25,Aerial_Knights Never Yield,90.075063,80,1.19,11.99,1323540,3.6,
12/8/25,JARS,90.075063,71,1.19,11.99,1590750,0,
12/8/25,Pankapu,90.075063,74,1.19,11.99,418670,4.6,
12/8/25,The Next Penelope,90.069284,75,1.29,12.99,332250,9.3,
12/8/25,Valhalla Hills,90.069284,60,1.29,12.99,351910,7.3,
12/8/25,Stellar Interface,90.069284,78,1.29,12.99,517330,4.6,
12/8/25,Feel The Snow,90.069284,85,1.29,12.99,538100,4.7,
12/8/25,Valhalla Hills: Two-Horned Helmet Edition,90.069284,62,1.29,12.99,75645,4.4,
12/8/25,ICY: Frostbite Edition,90.069284,85,1.29,12.99,680480,4.6,
12/8/25,Shape of the World,90.069284,74,1.29,12.99,642610,4.6,
12/8/25,Impulsion,90.069284,89,1.29,12.99,811270,9.1,
12/8/25,Old School Musical,90.069284,92,1.29,12.99,398030,4.6,
12/8/25,Interrogation: You Will Be Deceived,90.069284,77,1.29,12.99,1016770,7.3,
12/8/25,Starpoint Gemini,90.064332,29,1.39,13.99,108110,7.6,
12/8/25,Onikira: Demon Killer,90.064332,37,1.39,13.99,310850,6.9,
12/8/25,NeuroVoider,90.064332,77,1.39,13.99,400450,4.6,
12/8/25,Trivia Vault: Science and History Trivia,90.064332,60,1.39,13.99,687480,0.1,
12/8/25,Trivia Vault: Super Heroes Trivia,90.064332,62,1.39,13.99,687490,0.1,
12/8/25,Trivia Vault: Science and History Trivia 2,90.064332,58,1.39,13.99,699590,0.1,
12/8/25,Trivia Vault: Soccer Trivia,90.064332,65,1.39,13.99,844140,0.1,
12/8/25,Trivia Vault: Music Trivia,90.064332,60,1.39,13.99,878270,0.1,
12/8/25,Krater,90.06004,56,1.49,14.99,42170,6.8,
12/8/25,Of Orcs and Men,90.06004,75,1.49,14.99,216910,9,
12/8/25,Joe Danger,90.06004,81,1.49,14.99,229890,4.4,
12/8/25,Joe Danger 2: The Movie,90.06004,82,1.49,14.99,242110,5.1,
12/8/25,The Inner World,90.06004,87,1.49,14.99,251430,7.6,
12/8/25,Edna and Harvey - The Breakout,90.06004,85,1.49,14.99,255320,6.9,
12/8/25,Braveland Wizard,90.06004,80,1.49,14.99,333880,4.1,
12/8/25,Demon Hunter - Chronicles from Beyond,90.06004,64,1.49,14.99,330990,4.4,
12/8/25,Time Mysteries: Inheritance - Remastered,90.06004,45,1.49,14.99,350010,4.4,
12/8/25,Sheltered,90.06004,77,1.49,14.99,356040,8.4,
12/8/25,DEAD IN BERMUDA,90.06004,71,1.49,14.99,384310,3.1,
12/8/25,Queen's Quest: Tower of Darkness,90.06004,65,1.49,14.99,390200,4.4,
12/8/25,Dark Heritage: Guardians of Hope,90.06004,58,1.49,14.99,394280,4.4,
12/8/25,Fairy Tale Mysteries: The Puppet Thief,90.06004,70,1.49,14.99,429600,4.4,
12/8/25,Moon Hunters,90.06004,77,1.49,14.99,320040,8.1,
12/8/25,Princess Isabella: The Rise of an Heir,90.06004,55,1.49,14.99,466490,4.4,
12/8/25,Smoots World Cup Tennis,90.06004,60,1.49,14.99,393860,0.6,
12/8/25,Anarcute,90.06004,92,1.49,14.99,390720,9.1,
12/8/25,Dead Age,90.06004,81,1.49,14.99,363930,3.3,
12/8/25,Chronicles of Teddy,90.06004,69,1.49,14.99,341020,4.6,
12/8/25,Demon Hunter 3: Revelation,90.06004,89,1.49,14.99,527420,4.4,
12/8/25,Splasher,90.06004,93,1.49,14.99,446840,9.1,
12/8/25,Blackguards Franchise Bundle,90.06004,64,1.49,14.99,64046,4.4,
12/8/25,Army General,90.06004,52,1.49,14.99,606950,0.6,
12/8/25,Post Human W.A.R,90.06004,82,1.49,14.99,462240,0.6,
12/8/25,The Coma: Recut,90.06004,78,1.49,14.99,600090,3.3,
12/8/25,Yono and the Celestial Elephants,90.06004,82,1.49,14.99,602430,4.6,
12/8/25,AER  Memories of Old,90.06004,87,1.49,14.99,331870,7.3,
12/8/25,Marble Land,90.06004,86,1.49,14.99,503280,0.4,
12/8/25,Strikers Edge,90.06004,70,1.49,14.99,520670,4.4,
12/8/25,Chronicles of Magic: Divided Kingdoms,90.06004,84,1.49,14.99,746840,4.4,
12/8/25,White Night,90.06004,75,1.49,14.99,301560,8.6,
12/8/25,BattleRush 2,90.06004,65,1.49,14.99,871990,4.4,
12/8/25,tiny and Tall: Gleipnir,90.06004,90,1.49,14.99,431280,4.6,
12/8/25,Paradise City VR,90.06004,20,1.49,14.99,989780,0.9,
12/8/25,BattleRush: Ardennes Assault,90.06004,51,1.49,14.99,969970,0.4,
12/8/25,Earth Atlantis,90.06004,58,1.49,14.99,997030,0,
12/8/25,The Textorcist: The Story of Ray Bibbia,90.06004,85,1.49,14.99,940680,7.7,
12/8/25,Malevolence,90.06004,0,1.49,14.99,1031320,0.6,
12/8/25,Slime-san: Superslime Edition,90.06004,90,1.49,14.99,473530,0,
12/8/25,Curious Expedition,90.06004,87,1.49,14.99,358130,8.4,
12/8/25,Hot Shot Burn,90.06004,89,1.49,14.99,801750,4.4,
12/8/25,Wanderlust Travel Stories,90.06004,83,1.49,14.99,1051410,8.1,
12/8/25,A Year of Rain,90.06004,42,1.49,14.99,319540,3.3,
12/8/25,Melbits World,90.06004,0,1.49,14.99,1202820,0.6,
12/8/25,Dungeon Rushers,90.06004,63,1.49,14.99,429620,3.3,
12/8/25,Cardaclysm,90.06004,63,1.49,14.99,1252710,3.3,
12/8/25,An Interesting Journey of Monsieur PAF,90.06004,71,1.49,14.99,1276530,0.6,
12/8/25,Jet Kave Adventure,90.06004,84,1.49,14.99,1383700,8.5,
12/8/25,Scarlet Hood and the Wicked Wood,90.06004,82,1.49,14.99,1141120,7.4,
12/8/25,Lost At Sea,90.06004,42,1.49,14.99,1278750,3.2,
12/8/25,Escape from Naraka,90.06004,76,1.49,14.99,1390670,0,
12/8/25,Guild of Ascension,90.06004,83,1.49,14.99,1169520,0.6,
12/8/25,The Last Campfire,90.06004,97,1.49,14.99,990630,9,
12/8/25,Castle Morihisa,90.06004,65,1.49,14.99,1608040,4.7,
12/8/25,Wildcat Gun Machine,90.06004,64,1.49,14.99,1288610,0,
12/8/25,The Wardrobe - Even Better Edition,90.06004,79,1.49,14.99,497730,4.7,
12/8/25,Three Minutes To Eight,90.06004,66,1.49,14.99,2303320,3.3,
12/8/25,Shift Happens,90.056285,77,1.59,15.99,359840,7,
12/8/25,Neverinth,90.056285,70,1.59,15.99,966430,7,
12/8/25,Disjunction,90.056285,73,1.59,15.99,979310,9,
12/8/25,Abermore,90.056285,18,1.59,15.99,1569220,4.3,
12/8/25,AWAY: Journey to the Unexpected,90.052972,55,1.69,16.99,573110,4.1,
12/8/25,Paper Beast - Folded Edition,90.052972,85,1.69,16.99,1403830,7.2,
12/8/25,Tinkertown,90.052972,65,1.69,16.99,1276660,5.9,
12/8/25,VELONE,90.052972,33,1.69,16.99,1811750,1.9,
12/8/25,Backroom: Constructions,90.052972,0,1.69,16.99,2417180,2.7,
12/8/25,The Escapists: The Walking Dead,90.050028,63,1.79,17.99,388060,7.1,
12/8/25,Looterkings,90.050028,77,1.79,17.99,397310,5.9,
12/8/25,The Suicide of Rachel Foster,90.050028,62,1.79,17.99,1057750,7.1,
12/8/25,SuperEpic: The Entertainment War,90.050028,71,1.79,17.99,1163560,2.4,
12/8/25,Outbuddies DX,90.050028,69,1.79,17.99,1083310,5.9,
12/8/25,Dead Age 2: The Zombie Survival RPG,90.050028,76,1.79,17.99,951430,5.9,
12/8/25,Killing Floor,90.045023,96,1.99,19.99,1250,8.7,
12/8/25,The Dark Eye: Chains of Satinav,90.045023,86,1.99,19.99,203830,7.6,
12/8/25,Hitman Absolution,90.045023,87,1.99,19.99,203140,7.6,
12/8/25,Edna and Harvey: Harvey's New Eyes,90.045023,84,1.99,19.99,219910,7.6,
12/8/25,Chaos on Deponia,90.045023,84,1.99,19.99,220740,7.7,
12/8/25,Scribblenauts Unlimited,90.045023,93,1.99,19.99,218680,7.4,
12/8/25,The Night of the Rabbit,90.045023,87,1.99,19.99,230820,7.6,
12/8/25,Scribblenauts Unmasked: A DC Comics Adventure,90.045023,80,1.99,19.99,249870,7.1,
12/8/25,Goodbye Deponia,90.045023,89,1.99,19.99,241910,7.8,
12/8/25,The Last Tinker: City of Colors,90.045023,79,1.99,19.99,260160,7.4,
12/8/25,The Whispered World Special Edition,90.045023,75,1.99,19.99,268540,5.9,
12/8/25,Legends of Persia,90.045023,5,1.99,19.99,301220,3.1,
12/8/25,Scooby Doo! and Looney Tunes Cartoon Universe: Adventure,90.045023,63,1.99,19.99,294280,1.7,
12/8/25,Styx: Master of Shadows,90.045023,81,1.99,19.99,242640,9.1,
12/8/25,Randal's Monday,90.045023,77,1.99,19.99,314810,7.1,
12/8/25,Mordheim: City of the Damned,90.045023,71,1.99,19.99,276810,9.2,
12/8/25,Galactic Inheritors,90.045023,37,1.99,19.99,322540,3.1,
12/8/25,Anna's Quest,90.045023,88,1.99,19.99,327220,8.7,
12/8/25,Rebel Galaxy,90.045023,86,1.99,19.99,290300,7.8,
12/8/25,Sbastien Loeb Rally EVO,90.045023,57,1.99,19.99,355060,7.1,
12/8/25,Trulon: The Shadow Engine,90.045023,55,1.99,19.99,433840,1.9,
12/8/25,Deponia Doomsday,90.045023,79,1.99,19.99,421050,7.8,
12/8/25,Windscape,90.045023,62,1.99,19.99,363950,5.9,
12/8/25,Silence,90.045023,83,1.99,19.99,314790,5.9,
12/8/25,Styx: Shards of Darkness,90.045023,83,1.99,19.99,355790,9.1,
12/8/25,Zombie Riot,90.045023,75,1.99,19.99,639460,3.4,
12/8/25,Letter - Root Letter -,90.045023,77,1.99,19.99,543240,7.1,
12/8/25,Ken Follett's The Pillars of the Earth,90.045023,92,1.99,19.99,234270,7.7,
12/8/25,The Inner World - The Last Wind Monk,90.045023,88,1.99,19.99,613470,7.9,
12/8/25,First Feudal,90.045023,75,1.99,19.99,733460,6.7,
12/8/25,Car Mechanic Simulator 2018,90.045023,90,1.99,19.99,645630,7,
12/8/25,Car Mechanic Simulator 2015,90.045023,89,1.99,19.99,320300,8.4,
12/8/25,LEGRAND LEGACY: Tale of the Fatebounds,90.045023,67,1.99,19.99,556740,8.4,
12/8/25,Gravel,90.045023,76,1.99,19.99,558260,8.4,
12/8/25,Dead in Vinland,90.045023,79,1.99,19.99,573120,8.5,
12/8/25,State of Mind,90.045023,77,1.99,19.99,437630,7.3,
12/8/25,Yoku's Island Express,90.045023,96,1.99,19.99,334940,9.4,
12/8/25,MXGP PRO,90.045023,84,1.99,19.99,798290,6.7,
12/8/25,Fury Unleashed,90.045023,86,1.99,19.99,465200,9.1,
12/8/25,Thief Simulator,90.045023,88,1.99,19.99,704850,7,
12/8/25,CryoFall,90.045023,74,1.99,19.99,829590,7,
12/8/25,"Penn and Teller VR: Frankly Unfair, Unkind, Unnecessary, and Underhanded",90.045023,54,1.99,19.99,677610,3.1,
12/8/25,Limouzik,90.045023,50,1.99,19.99,864760,3.1,
12/8/25,Intruders: Hide and Seek,90.045023,72,1.99,19.99,1045840,7,
12/8/25,Thief Simulator VR,90.045023,69,1.99,19.99,1019550,7,
12/8/25,Edna and Harvey: The Breakout - Anniversary Edition,90.045023,91,1.99,19.99,959000,5.9,
12/8/25,The Blind Prophet,90.045023,87,1.99,19.99,968370,8.6,
12/8/25,Iron Danger,90.045023,74,1.99,19.99,899310,7.5,
12/8/25,Main Assembly,90.045023,85,1.99,19.99,1078920,7.1,
12/8/25,Summer in Mara,90.045023,76,1.99,19.99,962580,8.4,
12/8/25,Heavy Rain,90.045023,80,1.99,19.99,960910,8.4,
12/8/25,Beyond: Two Souls,90.045023,83,1.99,19.99,960990,8.5,
12/8/25,Paper Beast,90.045023,94,1.99,19.99,1232570,7.1,
12/8/25,Naught,90.045023,93,1.99,19.99,1276320,3,
12/8/25,Going Under,90.045023,92,1.99,19.99,1154810,9,
12/8/25,Cobra Kai: The Karate Kid Saga Continues,90.045023,85,1.99,19.99,1279920,7.1,
12/8/25,Rogue Heroes: Ruins of Tasos,90.045023,80,1.99,19.99,787810,9.2,
12/8/25,Glitchpunk,90.045023,49,1.99,19.99,1459960,5.9,
12/8/25,Recompile,90.045023,67,1.99,19.99,986310,8.6,
12/8/25,Train Life: A Railway Simulator,90.045023,63,1.99,19.99,1330660,7.6,
12/8/25,Source of Madness,90.045023,71,1.99,19.99,1315610,7.7,
12/8/25,MeteoHeroes,90.045023,100,1.99,19.99,1867270,2.9,
12/8/25,Imp of the Sun,90.045023,66,1.99,19.99,1535780,7.6,
12/8/25,The Dark Eye: Memoria,90.045023,89,1.99,19.99,243200,5.9,
12/8/25,TAPE: Unveil the Memories,90.045023,97,1.99,19.99,1910320,4,
12/8/25,American Theft 80s,90.045023,74,1.99,19.99,1321450,7,
12/8/25,The Repair House: Restoration Sim,90.045023,52,1.99,19.99,1759870,3.6,
12/8/25,Whitestone,90.045023,88,1.99,19.99,2324700,3,
12/8/25,Lysfanga: The Time Shift Warrior,90.045023,74,1.99,19.99,2161620,8.4,
12/8/25,Mlcrosoft Benja (180) Seconds,90.045023,0,1.99,19.99,2006770,3,
12/8/25,Alien Breed 2: Assault,90.039147,76,2.29,22.99,22650,8.4,
12/8/25,Cobra Kai 2: Dojos Rising,90.038978,38,4.6,46.18,1681870,3,
12/8/25,Joe Danger and Joe Danger 2: The Movie,90.036014,81,2.49,24.99,28537,7,
12/8/25,2Dark,90.036014,83,2.49,24.99,435100,9,
12/8/25,Ancient Journey VR,90.036014,35,2.49,24.99,854030,3.4,
12/8/25,Vambrace: Cold Soul,90.036014,65,2.49,24.99,904380,7,
12/8/25,Silver Chains,90.036014,70,2.49,24.99,975470,6.8,
12/8/25,The Beast Inside,90.036014,77,2.49,24.99,792300,8.6,
12/8/25,Everreach: Project Eden,90.036014,49,2.49,24.99,915670,6.6,
12/8/25,Endzone - A World Apart,90.036014,76,2.49,24.99,933820,8.5,
12/8/25,The Survivalists,90.036014,76,2.49,24.99,897450,8.6,
12/8/25,NUTS,90.036014,87,2.49,24.99,768450,8.5,
12/8/25,Moonglow Bay,90.036014,67,2.49,24.99,1361400,7.5,
12/8/25,Hazel Sky,90.036014,70,2.49,24.99,1094920,7,
12/8/25,Killing Floor 2,90.03001,88,2.99,29.99,232090,8.8,
12/8/25,Adorables,90.03001,81,2.99,29.99,366760,7.2,
12/8/25,Daedalic Adventure Bundle,90.03001,86,2.99,29.99,44162,5.8,
12/8/25,HERO DEFENSE,90.03001,67,2.99,29.99,423620,5.8,
12/8/25,Truberbrook / Truberbrook,90.03001,73,2.99,29.99,757300,5.8,
12/8/25,Shattered - Tale of the Forgotten King,90.03001,68,2.99,29.99,1045180,8.7,
12/8/25,Iratus Lord of the Dead,90.03001,84,2.99,29.99,807120,8.8,
12/8/25,Westworld Awakening,90.03001,79,2.99,29.99,1133320,5.7,
12/8/25,Root Letter Last Answer,90.03001,80,2.99,29.99,1056510,7.1,
12/8/25,Act of Aggression Reboot Edition,90.03001,62,2.99,29.99,318020,6.7,
12/8/25,Pumpkin Jack,90.03001,91,2.99,29.99,1186640,7.2,
12/8/25,MXGP 2020 - The Official Motocross Videogame,90.03001,82,2.99,29.99,1259800,7.1,
12/8/25,LEGO Bricktales,90.03001,84,2.99,29.99,1898290,7.9,
12/8/25,Warhammer Underworlds - Shadespire Edition,90.03001,70,2.99,29.99,1022310,6.7,
12/8/25,Under The Waves,90.03001,77,2.99,29.99,1975440,8.4,
12/8/25,Dustborn,90.03001,75,2.99,29.99,721180,8.6,
12/8/25,Starpoint Gemini 2,90.025722,72,3.49,34.99,236150,8.1,
12/8/25,The Dark Eye: Universe Bundle,90.025722,77,3.49,34.99,44166,5.9,
12/8/25,Astria Ascending,90.025722,51,3.49,34.99,1121780,8.5,
12/8/25,Gord,90.025722,53,3.49,34.99,1351210,8.2,
12/8/25,Headbangers: Rhythm Royale,90.025722,70,3.49,34.99,1761620,7.1,
12/8/25,The Witcher 3: Wild Hunt,90.022506,96,3.99,39.99,292030,9.2,
12/8/25,Shadow Tactics: Blades of the Shogun,90.022506,95,3.99,39.99,418240,9.2,
12/8/25,LEGO The Incredibles,90.022506,89,3.99,39.99,818320,7.1,
12/8/25,Soulstice,90.022506,77,3.99,39.99,1602080,8.5,
12/8/25,RoboCop: Rogue City,90.022506,87,3.99,39.99,1681430,9.2,
12/8/25,Pickleball Smash,90.022506,0,3.99,39.99,2343740,3.1,
12/8/25,Starpoint Gemini 2 Gold Pack,90.021434,69,4.19,41.99,86157,6.6,
12/8/25,Middle-earth: Shadow of War,90.018004,88,4.99,49.99,356190,7.3,
12/8/25,Injustice 2,90.018004,85,4.99,49.99,627270,8,
12/8/25,Mortal Kombat11,90.018004,86,4.99,49.99,976310,7.7,
12/8/25,Nickelodeon All-Star Brawl,90.018004,75,4.99,49.99,1414850,7,
12/8/25,Steelrising,90.018004,74,4.99,49.99,1283400,8.8,
12/8/25,Nickelodeon Kart Racers 3: Slime Speedway,90.018004,68,4.99,49.99,1620040,7,
12/8/25,Miraculous: Rise of the Sphinx,90.018004,51,4.99,49.99,1740660,7,
12/8/25,Monster Energy Supercross - The Official Videogame 6,90.018004,69,4.99,49.99,2058750,7,
12/8/25,Super Mega Baseball 4,90.018004,77,4.99,49.99,1487210,7.9,
12/8/25,LEGO Batman Trilogy,90.018004,90,4.99,49.99,53403,7,
12/8/25,F.E.A.R. Complete Pack,90.016367,84,5.49,54.99,12357,5.6,
12/8/25,Back 4 Blood,90.015003,71,5.99,59.99,924970,7.3,
12/8/25,Watch Dogs: Legion,90.015003,58,5.99,59.99,2239550,8.8,
12/8/25,Daedalic - Gigantic Bundle,90.012859,77,6.99,69.99,76471,0,
12/8/25,Middle-earth: The Shadow Bundle,90.012859,90,6.99,69.99,648168,5.5,
12/8/25,EA SPORTS PGA TOUR,90.012859,55,6.99,69.99,1677350,7.5,
12/8/25,The Daedalic Armageddon Bundle,90.009001,85,9.99,99.99,55062,0,
12/8/25,Xpand Rally Xtreme,89.178357,80,0.54,4.99,3050,4.3,
12/8/25,Xpand Rally,89.178357,83,0.54,4.99,3010,9,
12/8/25,The Travels of Marco Polo,89.127325,61,0.76,6.99,366670,0.5,
12/8/25,A Blind Legend,89.127325,75,0.76,6.99,437530,4.5,
12/8/25,Pocket Kingdom,89.127325,92,0.76,6.99,462620,4.5,
12/8/25,Car Mechanic Simulator 2014,89.127325,79,0.76,6.99,270850,8.2,
12/8/25,Who Must Die,89.127325,41,0.76,6.99,458490,0.5,
12/8/25,Castle Woodwarf 2,89.127325,69,0.76,6.99,1065580,0.5,
12/8/25,Knockout Party,89.127325,69,0.76,6.99,1162050,3.2,
12/8/25,Crypto: Against All Odds - Tower Defense,89.127325,81,0.76,6.99,1200900,0.5,
12/8/25,Level 22: Garys Misadventures - 2016 Edition,89.127325,75,0.76,6.99,431290,0.5,
12/8/25,SAMOLIOTIK,88.791513,89,2.43,21.68,449680,7.2,
12/8/25,Rencounter,88.146912,71,0.71,5.99,431810,4.5,
12/8/25,Turret Tech,88.146912,55,0.71,5.99,905060,0.2,
12/8/25,Fugue in Void,88.146912,66,0.71,5.99,883220,4.5,
12/8/25,Herolike,88.110138,62,0.95,7.99,409040,0.4,
12/8/25,Re.Surs,88.110138,75,0.95,7.99,1603260,0.3,
12/8/25,NaziShootout,88.080073,42,1.31,10.99,802850,0,
12/8/25,DeerHunterX,88.080073,16,1.31,10.99,809770,0,
12/8/25,Nazi,88.080073,75,1.31,10.99,878170,0,
12/8/25,Nazi 2,88.080073,80,1.31,10.99,896180,0,
12/8/25,Swords Fantasy: Battlefield,88.073394,80,1.43,11.99,1916280,4.3,
12/8/25,Brief Battles,88.058706,0,1.79,14.99,819980,0.7,
12/8/25,Lotus Reverie: First Nexus,88.055034,83,1.91,15.99,1227570,2.9,
12/8/25,Finding Teddy,87.124464,82,0.9,6.99,259600,4.4,
12/8/25,Belladonna,87.124464,70,0.9,6.99,351340,4.4,
12/8/25,Pizza Express,87.124464,87,0.9,6.99,375250,4.4,
12/8/25,Mountain Trap: The Manor of Memories,87.124464,52,0.9,6.99,563320,0,
12/8/25,Tardy,87.124464,89,0.9,6.99,815000,3.5,
12/8/25,Mountain Trap 2: Under the Cloak of Fear,87.124464,54,0.9,6.99,563330,0,
12/8/25,Submersed,87.058039,50,1.94,14.99,1210060,0.2,
12/8/25,The Amazing American Circus,87.058039,62,1.94,14.99,1433860,6.6,
12/8/25,Rivalia: Dungeon Raiders,87.058039,0,1.94,14.99,1872500,0,
12/8/25,System of Souls,87.058039,40,1.94,14.99,2210130,0,
12/8/25,Frontball Planet,87.058039,0,1.94,14.99,2515290,0,
12/8/25,Itadaki Smash,87.058039,61,1.94,14.99,1520510,0.2,
12/8/25,Timothy vs the Aliens,87.051207,75,2.2,16.99,853060,2.8,
12/8/25,Flying Soldiers,87.04836,0,2.33,17.99,1276330,2.8,
12/8/25,Lumencraft,87.043522,76,2.59,19.99,1713810,7,
12/8/25,The LEGO Movie 2 Videogame,87.02901,64,3.89,29.99,881320,7.9,
12/8/25,The LEGO Games Bundle,87.008701,87,12.99,99.99,466140,1.4,
12/8/25,Trapped Dead,86.172345,43,0.69,4.99,46540,6.5,
12/8/25,Future Wars,86.172345,32,0.69,4.99,46440,3,
12/8/25,Greed: Black Border,86.172345,46,0.69,4.99,46400,3,
12/8/25,Deadly 30,86.172345,79,0.69,4.99,264730,3,
12/8/25,Cubicle Quest,86.172345,74,0.69,4.99,349500,4.3,
12/8/25,SoulCraft,86.172345,57,0.69,4.99,369180,0,
12/8/25,Solar Shifter EX,86.172345,47,0.69,4.99,363940,0,
12/8/25,Arson and Plunder: Unleashed,86.172345,59,0.69,4.99,293600,0,
12/8/25,Dub Dash,86.172345,73,0.69,4.99,406940,3,
12/8/25,The Odyssey: Winds of Athena,86.172345,64,0.69,4.99,416080,4,
12/8/25,Z.I.O.N.,86.172345,35,0.69,4.99,466890,3.9,
12/8/25,Bunker Constructor,86.172345,57,0.69,4.99,364980,0,
12/8/25,Chosen 2,86.172345,64,0.69,4.99,569970,4,
12/8/25,Dude Simulator,86.172345,60,0.69,4.99,654990,4.7,
12/8/25,Mustache Politics Shooter,86.172345,76,0.69,4.99,733090,0,
12/8/25,The Outpost Nine: Episode 1,86.172345,73,0.69,4.99,882040,0.3,
12/8/25,Dude Simulator 2,86.172345,56,0.69,4.99,825310,4.7,
12/8/25,Butterfly,86.172345,91,0.69,4.99,1017610,0,
12/8/25,Bomb Bowling,86.172345,96,0.69,4.99,1121230,0,
12/8/25,Nordlicht,86.172345,78,0.69,4.99,1089310,4.3,
12/8/25,Swords and Bones,86.172345,92,0.69,4.99,1534700,0,
12/8/25,Leenie Boog,86.172345,81,0.69,4.99,1572420,4.2,
12/8/25,Momonga Pinball Adventures,86.143573,58,0.83,5.99,491560,0.3,
12/8/25,Doodle Derby,86.143573,72,0.83,5.99,916180,0,
12/8/25,reky,86.143573,81,0.83,5.99,1182470,0.3,
12/8/25,TRISTOY,86.123033,64,0.97,6.99,303260,2.7,
12/8/25,Hoofobia,86.123033,70,0.97,6.99,2467300,6.3,
12/8/25,Gomo,85.170341,76,0.74,4.99,265330,6.5,
12/8/25,Munin,85.170341,82,0.74,4.99,281750,7,
12/8/25,Decay - The Mare,85.170341,76,0.74,4.99,323720,7.9,
12/8/25,Cultures: Northland,85.170341,82,0.74,4.99,351860,3,
12/8/25,Cultures - 8th Wonder of the World,85.170341,83,0.74,4.99,351870,3,
12/8/25,Shooting Stars,85.170341,83,0.74,4.99,415350,6.7,
12/8/25,Intensive Exposure,85.170341,87,0.74,4.99,518670,3.5,
12/8/25,Defense of Egypt: Cleopatra Mission,85.170341,75,0.74,4.99,534010,0,
12/8/25,Puzzle Island VR,85.170341,60,0.74,4.99,571630,0,
12/8/25,LEAVES - The Journey,85.170341,81,0.74,4.99,569800,3,
12/8/25,LEAVES - The Return,85.170341,86,0.74,4.99,569810,3,
12/8/25,Professor Watts Word Search: Into The Ocean,85.170341,65,0.74,4.99,658430,0,
12/8/25,Professor Watts Memory Match: Shapes And Colors,85.170341,62,0.74,4.99,679530,0,
12/8/25,Holy Potatoes! What the Hell?!,85.170341,47,0.74,4.99,664320,0,
12/8/25,Professor Watts Word Search: Space Voyage,85.170341,41,0.74,4.99,881610,0,
12/8/25,Professor Watts Word Search: Pirates Life,85.170341,51,0.74,4.99,884390,0,
12/8/25,Awesome Pea,85.170341,83,0.74,4.99,916950,0,
12/8/25,Bucket Knight,85.170341,83,0.74,4.99,1077090,0,
12/8/25,Awesome Pea 2,85.170341,88,0.74,4.99,1200420,0,
12/8/25,Danger Scavenger,85.170341,70,0.74,4.99,1169740,4.5,
12/8/25,Ia Ia Cofflhu Fhtagnyaa,85.170341,83,0.74,4.99,1373320,3.8,
12/8/25,hexurb,85.170341,75,0.74,4.99,1407890,0.1,
12/8/25,Once in Flowerlake,85.170341,70,0.74,4.99,1679740,0.1,
12/8/25,Still Heroes,85.170341,89,0.74,4.99,1962540,0.2,
12/8/25,Hyperglide,85.170341,68,0.74,4.99,1638520,0,
12/8/25,Faith and Shield:4044 Tower Defense,85.170341,45,0.74,4.99,1960060,0,
12/8/25,Puzzle Monarch: Super Natural,85.170341,52,0.74,4.99,916860,0,
12/8/25,Puzzle Monarch: Mummy,85.170341,47,0.74,4.99,935180,0,
12/8/25,Puzzle Monarch: Vampires,85.170341,54,0.74,4.99,911130,0,
12/8/25,Professor Watts Memory Match: Yummy Cupcakes,85.170341,54,0.74,4.99,910220,0,
12/8/25,Escape Logan Estate,85.170341,42,0.74,4.99,1795070,0,
12/8/25,Professor Watts Word Search: Yummy Foods,85.170341,61,0.74,4.99,884440,0,
12/8/25,Whos beast,85.170341,100,0.74,4.99,3748390,0,
12/8/25,Stay Dead Evolution,85.141903,62,0.89,5.99,341070,0.2,
12/8/25,Extreme Exorcism,85.141903,83,0.89,5.99,334100,4.1,
12/8/25,The Fan,85.141903,69,0.89,5.99,572330,4.2,
12/8/25,Destropolis,85.141903,89,0.89,5.99,1316800,4.1,
12/8/25,Super Arcade Soccer 2021,85.141903,50,0.89,5.99,1256710,0.2,
12/8/25,HordeCore,85.141903,66,0.89,5.99,980210,4.2,
12/8/25,Shadowgrounds,85.121602,82,1.04,6.99,2500,8.6,
