internalName,title,metacriticLink,dealID,storeID,gameID,salePrice,normalPrice,isOnSale,savings,metacriticScore,steamRatingText,steamRatingPercent,steamRatingCount,steamAppID,releaseDate,lastChange,dealRating,thumb,release_date,release_year
ELIOSISHUNT,Eliosi's Hunt,/game/eliosis-hunt/,3B7hoJwv6l6A2wOaeZrilo%2BjbePCnj0i7henmbAQZoE%3D,1,172015,1.49,9.99,1,85.085085,0,Mixed,68,61,494700,1502755200,1764878903,0.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/494700/capsule_231x87.jpg?t=1667325710,2017-08-15 00:00:00+00:00,2017
GODOFLIGHTREMASTERED,God of Light: Remastered,/game/god-of-light-remastered/,%2B0lbhuZntrIfZRcEf3M3HIssf%2BJar9%2BQAhIvaipzOt4%3D,1,174963,1.49,9.99,1,85.085085,0,Very Positive,91,73,711130,1510099200,1765243446,0.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/711130/capsule_231x87.jpg?t=1747223335,2017-11-08 00:00:00+00:00,2017
THELASTBLADE2,THE LAST BLADE 2,/game/the-last-blade-2/,HeXa7MsdjicvFqxsKE2QckK%2BJnL5YyGOEg27g%2FBaOF0%3D,1,175412,1.49,9.99,1,85.085085,0,Very Positive,91,348,702110,1510876800,1765277962,4.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/702110/capsule_231x87.jpg?t=1727159656,2017-11-17 00:00:00+00:00,2017
PATHTOMNEMOSYNE,Path to Mnemosyne,/game/path-to-mnemosyne/,8NhMEWgIY3IWKPWnwN27y99O4%2Bbfd9P%2BnBFJOIQosBg%3D,1,192696,1.49,9.99,1,85.085085,0,Very Positive,81,179,770410,1537920000,1765225822,4.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/770410/capsule_231x87.jpg?t=1757491807,2018-09-26 00:00:00+00:00,2018
INDUSTRYGIANT,Industry Giant,/game/industry-giant/,Hcn5F%2Bo9uVVuZuOLDZbf26JBST52rcMzNpMWCygyfK8%3D,1,192982,1.49,9.99,1,85.085085,34,Mostly Positive,73,64,521090,915062400,1765058603,3.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/521090/capsule_231x87.jpg?t=1741771750,1998-12-31 00:00:00+00:00,1998
LICHTSPEERDOUBLESPEEREDITION,Lichtspeer: Double Speer Edition,,8W91hq4UEq5r1RWrgMdyclw2hsov2zDPDJCkOus%2F%2BZQ%3D,1,204148,1.49,9.99,1,85.085085,0,Mostly Positive,79,63,994040,0,1765230441,0.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/994040/de2b4877302af797ba892178f3b672f526a1e891/capsule_231x87.jpg?t=1763384147,1970-01-01 00:00:00+00:00,1970
STARCROSSED,Starcrossed,/game/starcrossed/,6jtfKh4GvV0MTdAkVs2Rm6tyYKiVhbqHoAjpVl7m1aM%3D,1,109906,1.49,9.99,1,85.085085,0,Positive,90,20,956560,1581379200,1764878763,0.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/956560/capsule_231x87.jpg?t=1680723453,2020-02-11 00:00:00+00:00,2020
ONIRIACRIMES,Oniria Crimes,/game/oniria-crimes/,2Ab%2FRwD%2FBg0RmuOJqQ9QOAjWDt8O4MSJcmqc8h0Q3QI%3D,1,223655,1.49,9.99,1,85.085085,0,Mostly Positive,76,42,1341400,1606953600,1764789959,0.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1341400/capsule_231x87_alt_assets_0.jpg?t=1759326197,2020-12-03 00:00:00+00:00,2020
WONHONAVENGEFULSPIRIT,Wonhon: A Vengeful Spirit,/game/wonhon-a-vengeful-spirit/,QsOuZx2j7Xn0B818zITfaeNoKi6UNGn%2FDdZ2k3U2Fhs%3D,1,232130,1.49,9.99,1,85.085085,0,Mixed,65,70,1294340,1626307200,1765234008,0.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1294340/capsule_231x87.jpg?t=1727715867,2021-07-15 00:00:00+00:00,2021
POMPOM,Pompom,/game/pompom/,TI6NjPjuu5o7IZT%2Bz%2FQWYlLNeRZTvnJS%2B%2F94HQKl92k%3D,1,241761,1.49,9.99,1,85.085085,0,Very Positive,86,114,1717570,1647216000,1764874834,3.9,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1717570/capsule_231x87.jpg?t=1748596525,2022-03-14 00:00:00+00:00,2022
WEAREONE,We Are One,/game/we-are-one/,bcOZSkBLM2lr3zIrekJYjybmbDt6Nqv68EceuPx7tLU%3D,1,263580,1.49,9.99,1,85.085085,0,Very Positive,93,61,1669500,1685577600,1764969257,0.1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1669500/d5de406dc3920d9499a4874127d6fad7e58470aa/capsule_231x87.jpg?t=1730124709,2023-06-01 00:00:00+00:00,2023
AMONGTHEZOMBIES,Among the zombies,/game/among-the-zombies/,wskZF%2FvxbbizM9xhjrMeU1yBC3uK1QgIFs2xB%2FOmlr0%3D,1,238157,1.64,10.99,1,85.077343,0,Mixed,55,20,1826760,1638835200,1764542701,0.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1826760/capsule_231x87.jpg?t=1638883172,2021-12-07 00:00:00+00:00,2021
REDWINGSAMERICANACES,Red Wings: American Aces,/game/red-wings-american-aces/,kousVoMaZIjHjFf0MdLrBPxYhJBR1OKnF0UXnPR1uFk%3D,1,242245,1.79,11.99,1,85.070892,0,Mostly Positive,73,38,1654680,1648684800,1764878367,0.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1654680/capsule_231x87.jpg?t=1759318671,2022-03-31 00:00:00+00:00,2022
THEWHISPERINGVALLEYLAVALLEQUIMURMURE,The Whispering Valley  La valle qui murmure,,S4vHGkDHxMzQubyxYSYwIK0rDL%2FwFOptipolO6mP7mk%3D,1,254005,1.79,11.99,1,85.070892,0,Very Positive,89,148,1512390,0,1765225302,4.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1512390/capsule_231x87.jpg?t=1740158519,1970-01-01 00:00:00+00:00,1970
DEATHANDTAXES,Death and Taxes,/game/death-and-taxes/,ESAtN2Se9kVEvU9CzxenncIvIzGB4%2B8HajI0HECisVQ%3D,1,211195,1.94,12.99,1,85.065435,0,Very Positive,86,3748,1166290,1582156800,1765220394,4.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1166290/capsule_231x87.jpg?t=1761671137,2020-02-20 00:00:00+00:00,2020
GROSS,GROSS,/game/gross/,AzLRfNteDg20d2Op%2BVVYJX1MmwmRVsU%2FocIpXzV7Pds%3D,1,255696,1.94,12.99,1,85.065435,0,Very Positive,82,223,1647420,1673395200,1764874178,3.9,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1647420/capsule_231x87.jpg?t=1723702814,2023-01-11 00:00:00+00:00,2023
SWEETLILYDREAMS,Sweet Lily Dreams,/game/sweet-lily-dreams/,BLYaGn77TbKBV6FTlqTpIvjrD7pc2h0%2BW81Oq9n4GPw%3D,1,109562,2.24,14.99,1,85.056704,0,Positive,85,20,300540,1324425600,1764879052,0.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/300540/capsule_231x87.jpg?t=1723878604,2011-12-21 00:00:00+00:00,2011
THEFLAMEINTHEFLOOD,The Flame in the Flood,/game/the-flame-in-the-flood/,UDv19nHmO1f3mAipV8U1PPVdCkUfO2JL9P4h4QmRPnw%3D,1,146192,2.24,14.99,1,85.056704,73,Mostly Positive,78,1271,318600,1456272000,1764280215,7.1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/318600/capsule_231x87.jpg?t=1749201410,2016-02-24 00:00:00+00:00,2016
RAGINGJUSTICE,Raging Justice,/game/raging-justice/,UcrSkTX%2FKe7%2F8hcyAiruNxXaI3PRA9OE0117LIzLKyg%3D,1,186825,2.24,14.99,1,85.056704,0,Mostly Positive,78,107,384200,1525737600,1764879631,3.9,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/384200/capsule_231x87.jpg?t=1762783541,2018-05-08 00:00:00+00:00,2018
AUTOMACHEF,Automachef,/game/automachef/,L8yoU%2Fvir3kzKuZLBX1m2Du6gNrySTQ44HP5pfaDgzI%3D,1,203207,2.24,14.99,1,85.056704,71,Mostly Positive,75,507,984800,1563840000,1764875088,8.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/984800/capsule_231x87.jpg?t=1761824259,2019-07-23 00:00:00+00:00,2019
NATUREANDLIFEDRUNKONNECTAR,Nature And Life - Drunk On Nectar,/game/nature-and-life-drunk-on-nectar/,VYvF6C24%2F7H8n1gpHs5RojTA8CKhunG36Uu3ILDMj3U%3D,1,217925,2.24,14.99,1,85.056704,0,Very Positive,88,246,512460,1741219200,1765146791,5.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/512460/aa330aa726ba0a7c2b6612f563290901a9941f79/capsule_231x87.jpg?t=1765175291,2025-03-06 00:00:00+00:00,2025
CLEOAPIRATESTALE,Cleo - a pirates tale,/game/cleo-a-pirates-tale/,QSoBAJ375vlNiUl0dO%2BYmNiMyiQGsdz9Rg9jQJNjGlw%3D,1,238349,2.24,14.99,1,85.056704,0,Overwhelmingly Positive,98,671,1361230,1639267200,1765221654,4.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1361230/capsule_231x87.jpg?t=1729513529,2021-12-12 00:00:00+00:00,2021
WHATLIESINTHEMULTIVERSE,What Lies in the Multiverse,/game/what-lies-in-the-multiverse/,XmvI8%2B4fKwz5lowS4gpqSPW2rn9fL%2FeYP3tzgf%2FKDBU%3D,1,241430,2.24,14.99,1,85.056704,0,Very Positive,91,485,1721170,1646352000,1764874288,3.9,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1721170/capsule_231x87.jpg?t=1757675929,2022-03-04 00:00:00+00:00,2022
DRLIVINGSTONEIPRESUMEREVERSEDESCAPEROOM,"Dr Livingstone, I presume? - Reversed Escape Room",,4izluHbf%2Fbf%2Fh3CMz6FZuRyjr8t7x%2FVhH2pmeiTaxjI%3D,1,243876,2.24,14.99,1,85.056704,0,Mostly Positive,75,101,1237510,0,1764878969,3.9,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1237510/capsule_231x87.jpg?t=1757674496,1970-01-01 00:00:00+00:00,1970
CARDETAILINGSIMULATOR,Car Detailing Simulator,/game/car-detailing-simulator/,5971CwU1PW7koy9wz6G9IO9a0PkrG%2FwCV7Lo4ot6t54%3D,1,243298,2.39,15.99,1,85.053158,0,Mostly Positive,75,1018,1433570,1649808000,1764799440,6.3,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1433570/capsule_231x87.jpg?t=1758644126,2022-04-13 00:00:00+00:00,2022
WARPIPS,Warpips,/game/warpips/,GxOj2tbN92W57LRiP4NR4jbMRALBVJhowW0lKdi3Suc%3D,1,229115,2.54,16.99,1,85.050029,0,Very Positive,89,1934,1291010,1650499200,1764094645,5.2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1291010/capsule_231x87.jpg?t=1736356690,2022-04-21 00:00:00+00:00,2022
MINDSCANNERS,Mind Scanners,/game/mind-scanners/,OU5OtlcZVJfZZwoE6OyJqvOw2aA1i1XM9RB93sQW1tk%3D,1,227737,2.54,16.99,1,85.050029,76,Very Positive,80,885,1389550,1621468800,1765221264,8.8,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1389550/capsule_231x87.jpg?t=1741814350,2021-05-20 00:00:00+00:00,2021
THEWITCHER2ASSASSINSOFKINGSENHANCEDEDITION,The Witcher 2: Assassins of Kings Enhanced Edition,/game/pc/the-witcher-2-assassins-of-kings,8JWQ51DVapSJnGVviMI0Hgu4YFqxme2sBdLD3vh6dZw%3D,1,5572,2.99,19.99,1,85.042521,88,Very Positive,87,25266,20920,1305590400,1764274568,8.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/20920/capsule_231x87.jpg?t=1761657279,2011-05-17 00:00:00+00:00,2011
BIOSHOCK2REMASTERED,BioShock 2 Remastered,/game/bioshock-2-remastered/,qmOnn88KPXF%2Bqvuc98MJy76x%2FvEgbDBmljQu1ICfK4M%3D,1,158616,2.99,19.99,1,85.042521,0,Mixed,69,11224,409720,1473897600,1764883464,6.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/409720/capsule_231x87.jpg?t=1740443705,2016-09-15 00:00:00+00:00,2016
LEGOCITYUNDERCOVER,LEGO City Undercover,/game/lego-city-undercover/,EKOhJIlo0CsFX%2FPAR%2FsyNFAxYNMk3ed25WjYfuOonvw%3D,1,167316,2.99,19.99,1,85.042521,80,Very Positive,90,3273,578330,1491264000,1764887853,8.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/578330/capsule_231x87.jpg?t=1745612336,2017-04-04 00:00:00+00:00,2017
ROADREDEMPTION,Road Redemption,/game/road-redemption/,DgT%2FpZwdCXgNr%2BwLztbvw0zmip9GugkgnybJaq57J3o%3D,1,111449,2.99,19.99,1,85.042521,70,Very Positive,84,5550,300380,1507075200,1764721208,7.8,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/300380/capsule_231x87.jpg?t=1764612541,2017-10-04 00:00:00+00:00,2017
THELEGONINJAGOMOVIEVIDEOGAME,The LEGO NINJAGO Movie Video Game,/game/the-lego-ninjago-movie-video-game/,NX%2FpMkOUlNEwDrCrevyumorUfkynPYwD60%2BnRkbR97M%3D,1,172515,2.99,19.99,1,85.042521,0,Very Positive,87,1596,640590,1506038400,1764888083,6.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/640590/capsule_231x87.jpg?t=1757422588,2017-09-22 00:00:00+00:00,2017
KILLINGFLOORINCURSION,Killing Floor: Incursion,/game/killing-floor-incursion/,67oPysmbmJ5NnpHhGCJPUkTAd8YrdFcT2TXMs1N%2Ft7I%3D,1,174219,2.99,19.99,1,85.042521,68,Mixed,51,662,690810,1502841600,1764875153,7.9,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/690810/capsule_231x87.jpg?t=1726865803,2017-08-16 00:00:00+00:00,2017
DRIFTLANDTHEMAGICREVIVAL,Driftland: The Magic Revival,/game/pc/driftland-the-magic-revival,nSy7ljT6ipkz7lOqzXX8BEXRFzyOggHkmEmGvZkz%2BVM%3D,1,175727,2.99,19.99,1,85.042521,76,Mostly Positive,73,1396,718650,1555545600,1764977299,8.3,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/718650/capsule_231x87.jpg?t=1745488466,2019-04-18 00:00:00+00:00,2019
HELLSIGN,HellSign,/game/pc/hellsign,7CPUsHe0q%2BR24W6ucueJako4lvrovoE%2F%2FXuOkyRtAzM%3D,1,194705,2.99,19.99,1,85.042521,0,Mixed,66,1174,606500,1614124800,1765229268,7.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/606500/capsule_231x87.jpg?t=1671402329,2021-02-24 00:00:00+00:00,2021
LEGOBATMANTHEVIDEOGAME,LEGO Batman: The Videogame,/game/lego-batman-the-videogame/,uCO441gpSEGJP6K9x66LeC7yi7ILolaTmvo8lOMCdIc%3D,1,2425,2.99,19.99,1,85.042521,80,Very Positive,88,5731,21000,1222128000,1764887986,8.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/21000/capsule_231x87.jpg?t=1752107972,2008-09-23 00:00:00+00:00,2008
UNRAILED,Unrailed!,/game/unrailed/,wqxjev1dY9RPLI6uk%2BGYnLy5Gvjljf5zI4tjD7IMflc%3D,1,204790,2.99,19.99,1,85.042521,77,Very Positive,94,4519,1016920,1600819200,1764798415,8.1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1016920/capsule_231x87.jpg?t=1752763816,2020-09-23 00:00:00+00:00,2020
GENESISALPHAONEDELUXEEDITION,Genesis Alpha One Deluxe Edition,,YCCMWIcliFM1oMdV%2FANCY1c9Qc6%2Bpx%2FiBH62rhPf25w%3D,1,210870,2.99,19.99,1,85.042521,0,Mostly Positive,73,1508,712190,0,1764889160,6.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/712190/capsule_231x87.jpg?t=1763039190,1970-01-01 00:00:00+00:00,1970
YESYOURGRACE,"Yes, Your Grace",/game/yes-your-grace/,gkFTmQUo2aIJvviw8SMvULQ1yCA5z8iaNw6qmR%2F9v1o%3D,1,211704,2.99,19.99,1,85.042521,75,Very Positive,86,4857,1115690,1583452800,1764888010,8.1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1115690/capsule_231x87.jpg?t=1746714206,2020-03-06 00:00:00+00:00,2020
INTOTHEFLAMES,Into The Flames,/game/into-the-flames/,OJMoeNEI5D2c5atLHoDD30RwFmPIoKofRriKs5oCX0s%3D,1,216380,2.99,19.99,1,85.042521,0,Very Positive,83,1408,1222300,1673308800,1764798686,6.3,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1222300/capsule_231x87.jpg?t=1725034243,2023-01-10 00:00:00+00:00,2023
SKYHILLBLACKMIST,SKYHILL: Black Mist,/game/skyhill-black-mist/,s8FYDaefvjcM6KldstKEfP7ZAjylt8TE3SFmrzLfSCY%3D,1,216876,2.99,19.99,1,85.042521,0,Mixed,42,187,990360,1591833600,1765230663,7.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/990360/capsule_231x87.jpg?t=1728816302,2020-06-11 00:00:00+00:00,2020
CAKEBASH,Cake Bash,/game/cake-bash/,E869TLOoCe5ZDvK9mUoKLo8mvx58toAdEfe5JLJ4ufs%3D,1,221466,2.99,19.99,1,85.042521,0,Very Positive,87,438,971690,1602720000,1764353152,5.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/971690/5898ff824f0f7decbba97431920dc2680199ef20/capsule_231x87.jpg?t=1752681546,2020-10-15 00:00:00+00:00,2020
NICKELODEONKARTRACERS2GRANDPRIX,Nickelodeon Kart Racers 2: Grand Prix,/game/nickelodeon-kart-racers-2-grand-prix/,yBLQ8T69XBMemC%2FqWrvXBIveymNQxmsf1u%2FLNBt3iOk%3D,1,223569,2.99,19.99,1,85.042521,0,Very Positive,83,491,1383960,1606780800,1764870706,6.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1383960/capsule_231x87.jpg?t=1746026506,2020-12-01 00:00:00+00:00,2020
REDWINGSACESOFTHESKY,Red Wings: Aces of the Sky,/game/red-wings-aces-of-the-sky/,3FQ6K5qZLwt0VH3XCg3Y5tjVyURHtBfX%2Bo47RICWAgY%3D,1,227818,2.99,19.99,1,85.042521,0,Mixed,58,85,1140630,1602547200,1764878294,2.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1140630/capsule_231x87.jpg?t=1759318621,2020-10-13 00:00:00+00:00,2020
FLINGTOTHEFINISH,Fling to the Finish,/game/fling-to-the-finish/,z3n%2FQC4aSUTT5Rx6Ja4qjgDPTSg8vpQixU01Zi%2BNVZ8%3D,1,233696,2.99,19.99,1,85.042521,0,Very Positive,86,800,1054430,1705536000,1764799047,6.3,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1054430/capsule_231x87.jpg?t=1758892968,2024-01-18 00:00:00+00:00,2024
SKBMASNOWFALL,Skbma - Snowfall,,2j6O8YndNPdf0gjn52YAHRycC9XW%2FTkqUmzfJkrdf5A%3D,1,234246,2.99,19.99,1,85.042521,0,Very Positive,81,170,1665280,0,1764873814,6.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1665280/capsule_231x87.jpg?t=1748596518,1970-01-01 00:00:00+00:00,1970
FORETALES,Foretales,/game/foretales/,3y%2FOWqxEPoejtlOZHyQJKCyCpfny7xYPab%2BLy3rcI4s%3D,1,251021,2.99,19.99,1,85.042521,74,Very Positive,86,704,1170080,1663200000,1764888988,8.1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1170080/capsule_231x87.jpg?t=1744981707,2022-09-15 00:00:00+00:00,2022
TADTHELOSTEXPLORER,Tad the Lost Explorer,/game/tad-the-lost-explorer/,YLmnFH55rrqX3HnF1EnQRtwXw74SMapDHpVPTZ%2Fo7js%3D,1,253402,2.99,19.99,1,85.042521,0,Mostly Positive,79,34,1966690,1668470400,1764708081,2.2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1966690/capsule_231x87.jpg?t=1706817020,2022-11-15 00:00:00+00:00,2022
THEGRINDSTONE,The Grindstone,/game/the-grindstone/,oLHmopdhmlZPCnUjN0gyIco3eL%2BEX09iwCqkXQGgDd4%3D,1,257731,2.99,19.99,1,85.042521,0,Positive,86,30,2284240,1677283200,1765229856,3.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2284240/capsule_231x87.jpg?t=1677672907,2023-02-25 00:00:00+00:00,2023
WHATTHEDUCK,What The Duck,/game/what-the-duck/,Jl3ujHBoGa6ojIBSnt%2Fsc6kKPmMB301gvlud9nokr2g%3D,1,278183,2.99,19.99,1,85.042521,0,Mixed,48,37,1034590,1699488000,1764880054,2.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1034590/capsule_231x87.jpg?t=1757675971,2023-11-09 00:00:00+00:00,2023
VIOLETKINGDOM,Violet Kingdom,/game/violet-kingdom/,mO8v3vqcl%2F8LE3J2XWxTs1guSPIJqPYakmGJwzu%2FqEk%3D,1,278330,2.99,19.99,1,85.042521,0,Positive,95,24,2650010,1699833600,1765229729,3.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2650010/capsule_231x87.jpg?t=1699884132,2023-11-13 00:00:00+00:00,2023
RAEY,Raey,/game/raey/,Ek2kuRTsFIgiicgxk2WbX8rBS54fykQIBGln%2FxdSjFk%3D,1,285410,2.99,19.99,1,85.042521,0,Positive,94,19,2922720,1713916800,1765229360,3.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2922720/capsule_231x87.jpg?t=1713970824,2024-04-24 00:00:00+00:00,2024
BIOSHOCK2,BioShock 2,/game/bioshock-2/,O%2BSZ%2FWxXnuj0dNBuB1ytb2ytFK8WOK%2FfmZWTYDPjTF4%3D,1,186,2.99,19.99,1,85.042521,88,Very Positive,87,5789,8850,1265673600,1764887985,9.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/8850/capsule_231x87.jpg?t=1730174099,2010-02-09 00:00:00+00:00,2010
HELLSLAVE,Hellslave,/game/hellslave/,dHHS1fsRCYpMKlHcQzdSQAyH9GllXwPmkwJb6%2Bws9wg%3D,1,247022,2.99,19.99,1,85.042521,0,Very Positive,81,616,1608450,1653523200,1764873635,6.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1608450/4d94d90af88b4d714db0ed48bb68e1959491f920/capsule_231x87_alt_assets_0.jpg?t=1756893030,2022-05-26 00:00:00+00:00,2022
DRAGONSREEFVR,Dragons Reef VR,/game/dragons-reef-vr/,hv%2B50fOcHiuSinmTbSyUEErN2%2BUYilXzv7%2BMCDreuQQ%3D,1,305721,2.99,19.99,1,85.042521,0,,0,0,3765460,1752451200,1765216899,4.9,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3765460/4f9878ff3b46ef212e524a22c3a098a91f86b650/capsule_231x87.jpg?t=1752523270,2025-07-14 00:00:00+00:00,2025
CHILDRENOFMORTA,Children of Morta,/game/children-of-morta/,I9Nsiw15O%2BG%2BXevP4b%2BdfnYiAcyADgrMGfTUx0m1iA8%3D,1,172626,3.29,21.99,1,85.038654,82,Very Positive,88,7191,330020,1567468800,1765220071,9.1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/330020/capsule_231x87.jpg?t=1765218667,2019-09-03 00:00:00+00:00,2019
VECTORTHRUST,Vector Thrust,/game/vector-thrust/,lcZzEEzUbXwQwVZl40cothlmUUV5x9gbuZLqLJ2GAiA%3D,1,122059,3.74,24.99,1,85.034014,57,Mixed,50,566,242130,1340668800,1765233729,8.1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/242130/capsule_231x87.jpg?t=1599049559,2012-06-26 00:00:00+00:00,2012
DARKESTDUNGEON,Darkest Dungeon,/game/darkest-dungeon/,nzRknHTNmwxeXPuUVD4fpOnwQUs6FawipebfDeyQwYE%3D,1,141408,3.74,24.99,1,85.034014,84,Very Positive,90,54840,262060,1422921600,1764869393,8.7,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/262060/capsule_231x87.jpg?t=1756404119,2015-02-03 00:00:00+00:00,2015
CITYPATROLPOLICE,City Patrol: Police,,SH0VdTlNVBoBxhlrH2fbRCJMEeIQendefX0d37Q6EhE%3D,1,186844,3.74,24.99,1,85.034014,0,Mostly Negative,39,23,789890,0,1765045107,2.7,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/789890/capsule_231x87.jpg?t=1728937002,1970-01-01 00:00:00+00:00,1970
BROKENLINES,Broken Lines,/game/broken-lines/,oQ7xzJwSGviXFKgFkX1OIKPZvXizOS%2BTI%2F4hQ%2FEMc%2Bs%3D,1,210088,3.74,24.99,1,85.034014,76,Mostly Positive,76,594,926580,1582588800,1765230072,8.7,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/926580/capsule_231x87.jpg?t=1725440133,2020-02-25 00:00:00+00:00,2020
RUSSIANDRUNKENBOXERS,Russian Drunken Boxers,/game/russian-drunken-boxers/,9ul0bVIRvuQWlEDQAPmCLrbTDkqWAnYb0W%2BKtmRSaQA%3D,1,227828,3.74,24.99,1,85.034014,0,Positive,100,10,1566120,1616716800,1765231020,3.0,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1566120/capsule_231x87.jpg?t=1616779821,2021-03-26 00:00:00+00:00,2021
KEYWE,KeyWe,/game/keywe/,8kEzg20O4dhxdYlpNhOXfJldTuz3VBBeFiI4jfsDMMI%3D,1,234043,3.74,24.99,1,85.034014,73,Very Positive,91,1540,1242980,1630368000,1765145387,8.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1242980/capsule_231x87.jpg?t=1715615079,2021-08-31 00:00:00+00:00,2021
ROGUELORDS,Rogue Lords,/game/rogue-lords/,U6tWzT38I%2Bvt5Fz1A2cyGQbOQvNukLIAJR3xwpSLYPI%3D,1,235190,3.74,24.99,1,85.034014,72,Mostly Positive,71,1378,1069690,1632960000,1765131425,8.4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1069690/capsule_231x87.jpg?t=1764149289,2021-09-30 00:00:00+00:00,2021
TOTEMS,TOTEMS,,lpM7G9KMmFNGqh9jV%2BX9bCHU4LKgctnVP%2B47jcrHyjQ%3D,1,247225,3.74,24.99,1,85.034014,0,Positive,81,11,1998130,0,1764538010,1.8,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1998130/capsule_231x87.jpg?t=1653932513,1970-01-01 00:00:00+00:00,1970
ROBBERSAM,Robber Sam,/game/robber-sam/,Jfe%2BiNG%2BzYP10mujqofkdQl3mzeviVEP41uPecZNh1E%3D,1,247584,3.74,24.99,1,85.034014,0,Mixed,63,19,1998100,1654560000,1764542931,1.8,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1998100/capsule_231x87.jpg?t=1654603904,2022-06-07 00:00:00+00:00,2022
OXIDEROOM104,Oxide Room 104,/game/oxide-room-104/,I2uPHs7DpSMdg6qnxg8kLVhJU68yVoOSfmuPA%2B8q984%3D,1,247927,3.74,24.99,1,85.034014,0,Mixed,65,200,1819180,1655424000,1764789653,6.3,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1819180/capsule_231x87.jpg?t=1662357174,2022-06-17 00:00:00+00:00,2022
